below15k,                                  date,     tokens, between15kand50k,                    date,tokens,      between50kand150k,                       date,tokens,              over150k,                                date,tokens, 
0x76149d87a6ba9ea3c864d0643210e71393dd7777,NaN/NaN/NaN,0,                                                          ,    0x11111112542d85b3ef69ae05771c2dccff4faa26,NaN/NaN/NaN,2,    0x,NaN/NaN/NaN,6,    
0xb86cd2efc1f461beee8deec2c3f053ccb2781ef9,NaN/NaN/NaN,0,                                                          ,                                                          ,    0x104d39c07f2c2b29b2104ea39c15730146a70d4c,NaN/NaN/NaN,16,    
0xf164fc0ec4e93095b804a4795bbe1e041497b92a,NaN/NaN/NaN,NaN,                                                          ,                                                          ,    0x11ca9bd63a36bc59109d94aae3922fb05fd94c9b,NaN/NaN/NaN,25,    
                                                      ,                                                          ,                                                          ,    0x125c1823024befccf795ad14d7d68b47b2970f80,NaN/NaN/NaN,38,    
                                                      ,                                                          ,                                                          ,    0x138f66b1f3830ad6485a5ba9c85d22c582278d76,NaN/NaN/NaN,578,    
                                                      ,                                                          ,                                                          ,    0x16e95f6bf27f0b16b19ad7d07635e69c49897272,NaN/NaN/NaN,1242,    
                                                      ,                                                          ,                                                          ,    0x1d5522626729349812a71d812d14af8af1f7aa26,NaN/NaN/NaN,1720,    
                                                      ,                                                          ,                                                          ,    0x213f6b2680dce3e4d0924acff3e4e34520ef9ba1,NaN/NaN/NaN,4747,    
                                                      ,                                                          ,                                                          ,    0x21c94e9955aad1d9a4d7a58e2c477a9f5617bffb,NaN/NaN/NaN,8114,    
                                                      ,                                                          ,                                                          ,    0x23c0954c4b997c58a1544717de90c8e174ea194c,NaN/NaN/NaN,9834,    
                                                      ,                                                          ,                                                          ,    0x259d65954dfbd0735e094c9cdacc256e5a29dd4,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x2d8dcf3a96fee8a195e8989493d0b9e47e9fe922,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x2dde86634921a42b3c662c1c99cda8301cdfd273,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x30dcd1d4fd0094020cb022a09fb0d2d4ed574c9c,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x35e057137060cd397bd82e3dff54beba480e7012,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x3b3cc22af3ae1eac0440bcee416b40,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x45e48c0a6fe8b759652624451c83387130c58367,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x4efa6e1142a9e53227bd7ebb6e1137feb12a22f6,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x500e2fece27a7600435d0c48d64e0c00,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x5282ee9a2301ad89433f8038c5ccf40c3649a85e,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x574c30f968dc3dce3f1ec5d842b9e81ff5905000,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x59d484a88823f90c25b7d6278a1d86116aee223d,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x5c620c6daa7f78921a643640e88350917a2972f1,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x5c88d839d1e55adb60a4576a8225bea3761c276a,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x5d2b7f517ea0c3a68e58c32f97b2b2c080ea3d6f,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x60e2a272b6233d4fe08908bfa6ea44518501732a,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x62d02bdfa853ba3aae25135574979de19a29e92c,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x64251b330ea5615e4a638131409a6aba1d7e621,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x679c9a7fb9379b3673a1a6687b17131e4599ef3c,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x6a01af210dce01f44b5067fc688641384a8bce5b,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x6acccee5fe331b1fd9bc2363c7b5a6dfd34e4426,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x6db7424be3298b0081af4e698f828c57b68f4a2b,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x70f8a9242a870ef4acf9a24aef57ebb32273be20,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x738175db2c999581f29163e6d4d3516ad4af8834,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x747197638a7af760e221636405c747aab7952cc6,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x7478bf358f55bf9709754105180f079035bc8180,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x7a1f6fc89223c5ebd4e4ddae89ac97629856a0f,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x7a250d5630b4cf539739df2c5dacb4c659f2488d,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x7be8f838e56cd11cf54fae4c280f670509aac8c0,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x7c3410819f4dd207358e48adb7a8006d58fa828e,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x8177598e08ee8199c160a48c7a0af31ab54bb59f,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x82e4d78c6c62d461251fa5a1d4deb9f0fe378e30,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x8568e1a8082b442ae9be089a3b3888a25ae55f8c,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x85925d58040f84787bcb2eeeeb4f54946a89225b,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x8b7a5b22175614ee194e9e02e9fe0a1b5414c75e,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x8ba709eaf978fefac67f16688b9bb56e58d634c0,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x8bc0cdbf6f45cc79895e4c5cb9bcd7cfe8da74dd,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x8bced9d03f4c3bc59a0bcf91933191285af67268,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x8c56ca4f7eb12a7c217bbe36cc427a9dcb66f590,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x8f3b566f10db11b682942dbda74f90279104d0a1,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x929d5a005b067754bc3de93cb354282a2e31cbe8,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x9734223269742c4c683c93a507cfb5a97252023a,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0x9a45c63ef50d0cc8ccdaffc54ea5ac8007313a6f,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xa30464f0fb8b81e6db96424c29e04c9d397a0c20,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xa405e822d1c3a8568c6b82eb6e570fca0136f802,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xaa0dee58a36b72c774317eb5f71afb2a04c85527,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xacd3b41e5b21e8b23b2ed054645316a9b1db287,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xad42f7a98ea4985b3f9d0a49108cd2fa56c512e5,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xae160e14af421adffc08c29f597d3d2dcf69de4c,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xb03be385f4da2b881f0215dc780b26a6e65fc0bd,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xb8b7c175659f7dd9930b4823be72fd8acb5e18e6,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xbad2e065edc215cb54a0e78391fb2abcb173f77d,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xbd33b53b6394d72145250900d3c64518679591d8,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xc1e42f862d202b4a0ed552c1145735ee088f6ccf,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xc66fb0f838430b7f4d1def40e3bbe85990cf50ba,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xc79c88386c95130bf7c20a184cb8281ed639fab4,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xc7bd798519b38f4d9f424f8764424c54f653c38a,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xce58e2e708f1118715e3028b7f220f07ca84b48d,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xd41c96294ccdac8612bdfe29c641af,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xdd98b9e40f29b6e8126db8a0ec683303b7c6626a,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xe27953e859203598387968f04f55fd130a234c67,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xe2885515bae1cf170daa4e9e3d84878b782e2137,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xe757970b801e5b99ab24c5cd9b5152234cff3001,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xead6605b9e105e28bd35e9f494131c10c1281ce9,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xf1ab326e9aa8792272471bc47069b9670d7292bb,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xf627e5f4bad95a956468d8bb6ee20b119f992e96,NaN/NaN/NaN,8.098382929168657e+57,    
                                                      ,                                                          ,                                                          ,    0xf718a1bf37d25e0ef982130cea60bd0dde2042dc,NaN/NaN/NaN,1.6196765858337315e+58,    
                                                      ,                                                          ,                                                          ,    0xf76e252e3c40eef8a90a4fcd1a34ee8209115074,NaN/NaN/NaN,1.6196765858337315e+58,    
                                                      ,                                                          ,                                                          ,    0xfe85948329dcedd0236535ad9b5570f79c1b870,NaN/NaN/NaN,2.1241511990073214e+71,    
